F1270001A2162_34_07,爺哀連等過身佢還係當堅強
F1270001A2162_35_07,這位無人賣牛肉去別位看有無
F1270001A2162_36_07,正降一隻定定細人仔無伴好尞
F1270001A2162_37_07,這問題已大條你有麼个方法
F1270001A2162_38_07,厥收入已高故所盡好過日仔
F1270001A2162_39_07,嬰兒仔較大兜仔就做得食粳吔
F1270001A2162_4_07,等得月出日落西
F1270001A2162_40_07,草仔生到恁長有閒去挷挷仔啊
F1270001A2162_41_07,就算日仔苦乜毋會分你餓著
F1270001A2162_42_07,昨暗晡𠊎同阿姊共下去遶夜市仔
F1270001A2162_43_07,這正經無恁簡單你做得教𠊎無
F1270001A2162_44_07,熱天當翕側膁下把仔會發熱痱仔
F1270001A2162_45_07,佢正轉無幾久定定又愛出門吔
F1270001A2162_46_07,佢當會認人看過一到就記得起來
F1270001A2162_47_07,恁多人湊共下應該做得開一桌
F1270001A2162_48_07,你放忒高哩𠊎連摸就摸毋著
F1270001A2162_49_07,使油漆該下屋肚愛保持空氣流通
F1270001A2162_5_07,小病毋醫大病難醫
F1270001A2162_50_07,這條河壩無橋愛撐船正過得去
F1270001A2162_51_07,禮拜日放尞來去仙山行行啊
F1270001A2162_52_07,佢當精專門擇輕可仔个事來做
F1270001A2162_53_07,十過年正見一到這下佢毋識你咧
F1270001A2162_54_07,記者等下愛來採訪你準備一下仔
F1270001A2162_55_07,粉牌恁屙糟粉捽仔拿來捽淨
F1270001A2162_56_07,人過身後厥親戚朋友會去拈香
F1270001A2162_57_07,莊下暗晡頭十點邊仔就已恬靜
F1270001A2162_58_07,風搓會來吔阿公鋸忒幾下桍樹桍
F1270001A2162_59_07,目珠擘大嫲粒毋識看過係無
F1270001A2162_6_07,好女毋使娘嫁衣好男毋使爺田地
F1270001A2162_60_07,門打開開毋驚賊仔入來係無
F1270001A2162_61_07,這禮拜先生愛來屋下家庭訪問
F1270001A2162_62_07,佢兩儕當相像連厥姆都分毋出來
F1270001A2162_63_07,佢見食飽就過家尞到毋知好轉
F1270001A2162_64_07,有同佢解釋毋過佢無法度接受
F1270001A2162_65_07,客家文化園區輒輒舉辦展覽活動
F1270001A2162_66_07,無煮麼个菜將就攞味划划啊
F1270001A2162_67_07,就係有你這種人計畫正毋會進行
F1270001A2162_68_07,錢月底正結算到時節正匯分你
F1270001A2162_69_07,昨暗晡反躁故所這下緊啄目睡
F1270001A2162_70_07,這忒甜佢食兩口就無愛食咧
F1270001A2162_71_07,泅水愛細義一無注意就會浸死
F1270001A2162_72_07,佢毋知食恁多麼个打个屁當臭
F1270001A2162_73_07,該位有賣煙腸去買兩支仔來食
F1270001A2162_74_07,皮包仔毋見忒愛仰結煞正好
F1270001A2162_75_07,佢強強愛恁樣𠊎有麼个法度
F1270001A2162_76_07,講恁多擺咧佢還係共樣毋改
F1270001A2162_77_07,𠊎愛去市場你有想愛買麼个無
F1270001A2162_78_07,聽著佢講這種話𠊎就火著
F1270001A2162_79_07,就算走無路去乜做毋得去偷去搶
F1270001A2162_8_07,三年水流東三年水流西
F1270001A2162_80_07,係無愛食就莫拿打爽人个東西
F1270001A2162_81_07,這有隻空仔佢無看著腳就塌下去
F1270001A2162_82_07,腳當軟到半站仔就行毋停動吔
F1270001A2162_83_07,寒天大人細子都好煨番薯食
F1270001A2162_84_07,食魚仔愛細義無會分骨頭哽著
F1270001A2162_85_07,工地做事已會發生意外愛細義
F1270001A2162_86_07,厥屋下當發麼个就買最好个
F1270001A2162_87_07,該下有經過這條路你記得無
F1270001A2162_88_07,老妹搞到歸身仔泥正轉分阿姆罵
F1270001A2162_89_07,𠊎當講等電話請等一下仔
F1270001A2162_9_07,心臼噭家娘屙膿滑痢
F1270001A2162_90_07,食著無淨俐个肚屎痛緊走便所
F1270001A2162_91_07,做壞事會受著法律个制裁嚴重个時節可能愛坐囹仔
F1270001A2162_92_07,阿亮叔已江湖見知著鄰舍有困難就會出手相𢯭
F1270001A2162_93_07,朝晨个會議開始該下無看著阿文臨尾佢正走等來
F1270001A2162_94_07,𠊎親眼看著你偷拿人个錢遽遽承認莫在該詐癲
F1270001A2162_95_07,該隻後生仔已了少在老人家面前也無大無細惡桀桀仔
F1270001A2162_96_07,你兜禮拜日來吾屋下等𠊎展手路請你兜食好料仔
F1270001A2162_97_07,人拿分你就食哪毋好枵鬼假細義恁仔堵來堵去當壞看
F1270001A2162_98_07,阿明嫂已會理家屋下內內外外全部整理到伶伶俐俐
F1270001A2162_99_07,頭家走路愛手腳下同佢𢯭捽屎胐正經有罅見笑哪
F1270001D3162_1_07,食飯哦好食飯哩頭過个細人仔係聽著這句話
F1270001D3162_10_07,平常時連想食一碗大麵都愛等特別个節日抑係機會
F1270001D3162_11_07,像係隔壁莊頭做平安戲親戚嫁妹仔無就討心臼
F1270001D3162_12_07,正有機會食著恁豐沛个好料仔
F1270001D3162_13_07,毋過分𠊎記得盡深个係割禾飯頭過蒔田割禾
F1270001D3162_14_07,大家都愛換工今晡日𠊎兜割禾莊頭莊尾
F1270001D3162_15_07,房頭內个人都來𢯭手共下割禾另日換別儕割禾个時節
F1270001D3162_16_07,屋下肚就愛派人出去同別儕𢯭割大家無計較
F1270001D3162_17_07,當有西周時期井田助个精神當有十足个人情味
F1270001D3162_18_07,就係恁仔大家莊頭莊尾識透透割禾該日
F1270001D3162_19_07,主人家打早三四點就愛䟘床款好東西落田去割禾
F1270001D3162_2_07,就走到像飛樣仔歸大陣衝入灶下拿碗擎筷裝飯挾菜
F1270001D3162_20_07,斛桶禾鐮仔布袋牛車布袋針穀耙這兜早就準備好勢
F1270001D3162_21_07,開始割个時節大家自然分工做事割禾个打穀个拖斛桶
F1270001D3162_22_07,裝穀擎穀包駛牛車大家拚到大粒汗細粒汗
F1270001D3162_23_07,歸圓身仔溚澇主人家準備一隻冰桶
F1270001D3162_24_07,裡肚放一矻大冰矻攪一大包烏糖分大家啉
F1270001D3162_25_07,十點邊仔又準備米篩目食點心
F1270001D3162_26_07,就恁仔拚歸晝邊逐儕都拚到𤸁苶苶仔
F1270001D3162_27_07,當晝時主人家早就準備當豐沛个晝飯請這兜割禾師傅
F1270001D3162_28_07,大家禾割忒先轉屋下洗手洗面
F1270001D3162_29_07,主人家正派人去請佢兜來食飯
F1270001D3162_3_07,儕儕兜一碗飯去巷路擎一張四角凳抑係阿姆嫁妝該張圓凳頭
F1270001D3162_30_07,屋下个婦人家早就無閒洎杈
F1270001D3162_31_07,打早㓾雞㓾鵝炒大麵擐酒買汽水煮大鑊飯
F1270001D3162_32_07,擺好長桌菜一品品出來等割禾个人來食飯
F1270001D3162_33_07,這時節大家坐兼來開始食飯
F1270001D3162_34_07,拚歸朝晨仔這央時盡快樂大家食到當歡喜
F1270001D3162_35_07,有講有笑交換耕種个心得
F1270001D3162_36_07,順續仔講哪家人个細人仔當會賺錢
F1270001D3162_37_07,屋下个婦人家還過細人仔等大家食飽正來食這餐等恁久
F1270001D3162_38_07,當有出息等割禾師傅一個一個來个時節世大人就教細人仔
F1270001D3162_39_07,這愛喊阿叔阿哥阿伯摎教導落實在生活裡肚
F1270001D3162_4_07,隨人尋位仔坐等食乜有人用跍个
F1270001D3162_40_07,準備恁久恁好食个晝飯這時節就做得食著該想當久
F1270001D3162_41_07,好食个大麵還過該香馞馞个大鑊飯
F1270001D3162_42_07,阿舅在屋後背種十過頭桶柑
F1270001D3162_43_07,一有閒就行去屋背个細柑園抺抺摸摸
F1270001D3162_44_07,洩水挷草放肥料剪樹杷一等煞猛
F1270001D3162_45_07,逐頭樹仔都分佢守顧到靚靚靚
F1270001D3162_46_07,三四月仔滿園青樹杷打起一蕊一蕊个細白花仔
F1270001D3162_47_07,間等一點一點卵黃色个花心當得人惜
F1270001D3162_48_07,係一陣風吹過清香幼秀个香水味還會拂到滿哪仔都係
F1270001D3162_49_07,該香氣冤枉正得有錢乜買毋著
F1270001D3162_5_07,大家食到當煞猛當拚事這時節阿姆就會講
F1270001D3162_50_07,你係在柑仔樹開花个時節行過柑園
F1270001D3162_51_07,一定愛曉得頓腳下來享受一下該香氣花皮一落地
F1270001D3162_52_07,青青个細柑仔子就緊大毋過柑仔子大已慢
F1270001D3162_53_07,愛一路等到年會到欸柑仔正會熟水故所講佢係年柑
F1270001D3162_54_07,阿舅个年柑正經有用心守顧一粒一粒平大圓篤
F1270001D3162_55_07,毋會媸總係粒粒都係火燒柑
F1270001D3162_56_07,阿舅你買著火燒柑个種哦
F1270001D3162_57_07,火燒柑哪有種怕係若嫂煎魚仔炒菜恁猛火
F1270001D3162_58_07,正會分油煙燻著火燒柑个皮粗粗赤赤賣相毋靚
F1270001D3162_59_07,毋過厥水分已足又較有柑仔个香氣故所當有柑仔个味緒
F1270001D3162_6_07,你兜係山頂下來个抑係正對囹仔放出來个犯人係無
F1270001D3162_60_07,好食總係明明就種桶柑人家个桶柑黃臘黃臘靚靚
F1270001D3162_61_07,阿舅年年都出火燒柑敢正經係種草有問題仰會恁怪奇
F1270001D3162_62_07,原來係阿舅个柑園在屋後背較背日雖然日日有人掌等
F1270001D3162_63_07,毋使洩除草劑乜毋使打農藥
F1270001D3162_64_07,一隻山牛牯分人看著都會摎佢捉忒
F1270001D3162_65_07,佢想愛在該位出子喫柑仔樹根害樹仔黃忒該斯毋使想
F1270001D3162_66_07,毋過有一種蝨仔安到柑橘鏽蟎
F1270001D3162_67_07,細細隻仔像頭那毛恁幼仔定定
F1270001D3162_68_07,𫣆个目珠全全看佢毋著來捉
F1270001D3162_69_07,佢本旦就好囥在日頭較晒毋著个葉下樂樂仔喫柑仔皮
F1270001D3162_7_07,就像前世毋識食過恁枵儸
F1270001D3162_70_07,阿舅背日个柑園就盡堵好柑仔皮分這種蝨仔喫過會出油
F1270001D3162_72_07,係柚仔皮分佢蜒過乜會像噭眵過樣仔留等目汁痕
F1270001D3162_73_07,故所火燒柑毋係分火燒著毋係分日頭㸐壞
F1270001D3162_74_07,乜毋係分阿嫂个油煙燻著
F1270001D3162_75_07,係蝨仔講該粒果子無打著農藥个天然認證
F1270001D3162_8_07,毋過講起來乜毋好怪這兜細人仔平常時無麼个四秀仔好食
F1270001D3162_9_07,又過衝上衝下自然肚屎枵到咕咕滾
F1280001A2144_1_07,三人同一心黃泥變成金
F1280001A2144_10_07,好貨無便宜便宜無好貨
F1280001A2144_100_07,這大鑊較少用同佢上上去棧仔項係愛用正拿下來
F1280001A2144_101_07,這事業毋知做得無來去廟項抽籤卜卦請示一下神明
F1280001A2144_102_07,阿叔講會轉來過年圍爐吔還無看著人𠊎看斯難講哦
F1280001A2144_103_07,佢當想做阿公心臼還吂得時降子雞子就先畜等來
F1280001A2144_104_07,燒燒个馬膠愛用石輪仔輾啊過大路正毋會礫礫矻矻
F1280001A2144_105_07,阿輝比猴精較精看佢無異煞猛儘採罅罅啊食著就有吔
F1280001A2144_106_07,莊頭項臨暗仔來兩個高長大漢个人毋知愛來做麼个
F1280001A2144_107_07,這皮包仔恁細仔定定分你弓到飽飽裡背敢有幾下百萬
F1280001A2144_108_07,打球過歸身汗一定愛洗身正毋會歸身仔臭汗酸
F1280001A2144_109_07,這條數愛到月半邊仔無就下隻月初仔正有好收
F1280001A2144_11_07,良言一句三冬暖惡語傷人六月寒
F1280001A2144_110_07,阿尚哥个雜貨店歸日仔人客出出入入生理還好哦
F1280001A2144_111_07,清海嫂聽著妹仔會降吔企坐毋核遽遽逐到醫院項去
F1280001A2144_112_07,係照厥公司个規模來講略下仔蝕本還毋會橫忒正著
F1280001A2144_113_07,當多人到鄉公所申請紓困補助金公務員搣到無閒洎杈
F1280001A2144_114_07,你遽啊去尋正當个頭路來做毋好歸日仔呻生呻死呻無錢
F1280001A2144_115_07,阿爸聽講老弟考著理想个學校寬容笑面暢到耐毋得
F1280001A2144_116_07,早早就同你講過你就毋信這下錢分人騙淨淨愛仰結煞
F1280001A2144_117_07,拚死拚命做事賺个錢拿去賭徼輸淨淨正經係無採工
F1280001A2144_118_07,愛老妹認真讀書佢聽毋入耳等佢尋頭路該下正知死
F1280001A2144_119_07,就係該隻偷東西个賊仔𠊎看真真絕對毋會認毋著
F1280001A2144_12_07,兄弟分家成鄰舍上晝分家下晝借
F1280001A2144_120_07,阿姆煮个菜嫌毋得哦係分佢聽著佢斯會面臭臭仔
F1280001A2144_121_07,臺北捷運个人逐日來來去去就像泥竇肚个蟻公出出入入
F1280001A2144_122_07,見擺上音樂課阿偉就坐在角角怕係驚先生點佢唱歌仔
F1280001A2144_123_07,七坐八爬九生牙細人仔撚啊撚仔毋多知仔就恁大吔
F1280001A2144_124_07,厥心臼舊年正討入門今年就降一個倈仔還有福氣哪
F1280001A2144_125_07,頭家走路愛手腳下同佢𢯭捽屎胐正經有罅見笑哪
F1280001A2144_126_07,有兜事情實在難講穩穩有把扼成半下仔會有意外啊
F1280001A2144_127_07,這擺个合作八字吂有一撇還愛過談正會知有成無
F1280001A2144_128_07,寒天來吔阿婆个腳膝頭又會咻咻咻咻痛到睡毋得
F1280001A2144_129_07,阿明嫂異會理家屋下內內外外全部整理到伶伶俐俐
F1280001A2144_13_07,前世無修倈仔準心臼
F1280001A2144_130_07,海脣風恁大你又講無停係食著海風轉去會失聲
F1280001A2144_131_07,厥哥做水果个大賣生理厥屋下食水果多多少少有好打幫
F1280001A2144_132_07,頭擺做兵時節个伙頭軍係山東人佢亼个饅頭盡好食
F1280001A2144_133_07,該隻朗讀比賽打頭名个細妹仔當會牽聲念到當好聽
F1280001A2144_134_07,你毋好想講有錢就好食懶做係無斯會分人笑係公子阿舍
F1280001A2144_135_07,這事頭本底係阿貴負責个佢退休過後就換阿光來接手
F1280001A2144_136_07,齋菜張好該蓋仔愛合轉去正毋會壞忒
F1280001A2144_137_07,這細人仔動啊著就嘴嘟鼻翹盡毋得人惜
F1280001A2144_138_07,你恁大聲唱華卡拉OK下屋人都試著異吵鬧
F1280001A2144_139_07,這間店仔賣个東西便宜值食故所生理當好
F1280001A2144_14_07,肥田禾瘦田穀
F1280001A2144_140_07,在外背生活愛學精兜仔正毋會分人騙
F1280001A2144_141_07,佢分同學用球仔擲著鼻龍峎出當多鼻旺仔
F1280001A2144_142_07,用細心細意个態度做事情較毋會有所爭
F1280001A2144_143_07,佢一路里來就當懶骨喊佢做事佢甘願犁凳板
F1280001A2144_144_07,千差萬差都𠊎毋著你無毋著恁仔做得無
F1280001A2144_145_07,看佢眼晶晶仔聽人講話看起來當精个樣仔
F1280001A2144_146_07,一隻國家个經濟建設盡驚官商勾結作弊
F1280001A2144_147_07,細阿哥仔轉骨吔搶食胲看起來加較顯明
F1280001A2144_148_07,做毋著就準學經驗做得教精人也係拗蠻好个
F1280001A2144_149_07,你直直落行到底過後斡右手片就係厥間房
F1280001A2144_15_07,天變一時人變一世
F1280001A2144_150_07,落大雨屋頂水緊漏去拿一隻桶仔來承水
F1280001A2144_151_07,細嬰兒仔雖然有多少仔臭乳臊毋過盡得人惜
F1280001A2144_152_07,該兜人豚仔當豺三不二時就打冰箱尋食
F1280001A2144_153_07,頭擺莊項有三間精米所這下伸著一間定定
F1280001A2144_154_07,阿姆當當在該煮飯過五分鐘正打來做得無
F1280001A2144_155_07,老弟對歷史當有興趣不時看名人个傳仔
F1280001A2144_156_07,年會到吔屋下毋會用著个東西總總抨抨忒去
F1280001A2144_157_07,細人仔發豬嫲瘵目吊吊愛遽遽送去醫院
F1280001A2144_158_07,你想愛在該沙壩來打極樂仔該就無恁容易
F1280001A2144_159_07,這幾日个天時無正常溫度高又過起燒風
F1280001A2144_16_07,吂到冬節先挼圓三十暗晡喊無錢
F1280001A2144_160_07,虐毛蟲个毛會虐人愛細義毋好分佢蜒著
F1280001A2144_161_07,看佢行路腳跛跛仔原來係坐忒久腳痺忒吔
F1280001A2144_162_07,這片變當多恁久無來一下仔尋無方向
F1280001A2144_163_07,駛車仔行山路歸路仔彎彎斡斡人坐到暈暈
F1280001A2144_164_07,這朳仔看起來好頭好面毋過裡肚全綿忒
F1280001A2144_165_07,阿明係單丁子為著愛傳代異早就結婚吔
F1280001A2144_166_07,阿姆講暗昏哩遽啊同雞仔逐轉雞塒
F1280001A2144_167_07,畜个大細若係煞猛增志斯係屋家个福氣
F1280001A2144_168_07,打無名个人還有安慰獎好拿還算罔罔仔
F1280001A2144_169_07,鐘聲一響學生仔緊拚拚仔行入教室準備上課
F1280001A2144_17_07,人係生成鬼係話成
F1280001A2144_170_07,你長透同佢托核佢識打一隻燒屁卵分你食無
F1280001A2144_171_07,看你恁久殗殗無半息雄頭係毋係有哪爭差
F1280001A2144_172_07,菜脯晒到燥水吔愛入到玻璃盎仔項保存
F1280001A2144_173_07,該老人家臭耳聾聽毋著講話乜吓吓砰砰
F1280001A2144_174_07,滿子正入學還毋慣𠊎䟓䟓去學校看一下
F1280001A2144_175_07,學生仔愛照時間去學校讀書做毋得儘採輟學
F1280001A2144_176_07,這手鈪係當有紀念性个毋係戴來看靚个
F1280001A2144_177_07,今晡日莊項做鬧熱阿姆㓾雞捋鴨來款待人客
F1280001A2144_178_07,該狗仔正洗啊好又碾地泥碾到屙屙糟糟
F1280001A2144_179_07,阿伯姆生來福相福相看著異好命个樣仔
F1280001A2144_18_07,寧賣祖宗田不忘祖宗言寧賣祖宗坑不忘祖宗聲
F1280001A2144_180_07,佢兩儕人係共娘胞胎難怪面貌仔恁相像
F1280001A2144_181_07,肥湯炆筍乾抑係拿來煲湯通體當好食
F1280001A2144_182_07,會有幾多儕人來𠊎乜算毋著毋罅坐正講
F1280001A2144_183_07,頭前有賣雜細个店你做得在該買愛用个東西
F1280001A2144_185_07,佢一哪仔去同人做小工來畜大一群大細
F1280001A2144_186_07,仰會恁衰過正得細人仔無半個愛同你講話
F1280001A2144_187_07,看你使钁頭个勢面一廂番薯兩下半就改好吔
F1280001A2144_188_07,阿如當驚狗仔遠遠看啊著就走到尾瀉屎
F1280001A2144_189_07,這件事情𠊎無法度主意愛問主事人正較準
F1280001A2144_19_07,小人報冤三日君子報冤三年
F1280001A2144_190_07,操場今晡日鬧熱煎煎原來係借人辦運動會
F1280001A2144_191_07,外背落雨又冷颼颼仔無必要就莫出去哪
F1280001A2144_192_07,像今晡日這種半寒熱个天時做田事最好
F1280001A2144_193_07,佢日日就在街項亍上亍下難怪尋無頭路
F1280001A2144_194_07,該隻後生人講佢毋得一下仔就面𢳆面竵
F1280001A2144_195_07,人講腳囊肚係人个第二粒心臟愛好好保養
F1280001A2144_196_07,佢屋下有大鑊毋過罕得出火煙還打爽
F1280001A2144_197_07,竹篙毋好打直凴壁放打平放正毋會橫下來
F1280001A2144_198_07,這係今年挷个新番豆正炒啊著你先嗒看啊
F1280001A2144_199_07,厥這身西裝係同裁縫師傅定做个特別合身
F1280001A2144_2_07,嫁雞跈雞飛嫁狗跈狗走
F1280001A2144_20_07,有錢親阿哥無錢死孤盲
F1280001A2144_200_07,該隻夭壽子食吔酒還敢駛車仔無愛命正得
F1280001A2144_201_07,佢當會拂釣梹一拂蠶絲線就㩆幾下丈遠
F1280001A2144_202_07,後生人面皮恁賁好手好腳還敢同人討錢
F1280001A2144_203_07,該當愛繳个錢還係較早一息仔繳繳啊正好
F1280001A2144_204_07,頭一擺去人屋下拜訪愛帶等路正毋會失禮數
F1280001A2144_205_07,蝦公夾當賤毋使幾久就生到一哪仔就係
F1280001A2144_206_07,後生毋學到老吔正來學吹笛仔毋會忒慢喺
F1280001A2144_207_07,離開屋下幾下日無看著親人就會心焦
F1280001A2144_208_07,佢過年前有來吾店項下後就無過看著吔
F1280001A2144_209_07,做人愛知規矩毋好無大無細毋知分寸
F1280001A2144_21_07,為著屋下大細个食著佢拚命賺錢
F1280001A2144_210_07,正擎一包米定定就緊敨大氣飼料雞樣仔
F1280001A2144_22_07,從細看佢就濞流流仔大吔變恁靚
F1280001A2144_23_07,食過東西愛洗嘴正毋會蛀牙
F1280001A2144_24_07,過年貼門對做得增添兜仔喜氣
F1280001A2144_25_07,日時頭外背當光愛使開電火
F1280001A2144_26_07,若聲愛降低兜仔無會吵著人睡目
F1280001A2144_27_07,佢肚當飢一碗飯兩口仔就咈淨淨
F1280001A2144_28_07,熱天當翕側膁下把仔會發熱痱仔
F1280001A2144_29_07,好好一隻人公仔分佢搣到壞壞
F1280001A2144_3_07,買賣算分相請無論
F1280001A2144_30_07,看佢出手个行頭就知係練武个人
F1280001A2144_31_07,佢囥在門後背䀯等按算愛捉賊仔
F1280001A2144_32_07,今年个柑仔大出價數也異好
F1280001A2144_33_07,厥頭路做異大日仔過到異無閒
F1280001A2144_34_07,這自行車恁高等你較大正做得騎
F1280001A2144_35_07,𠊎當講等電話請等一下仔
F1280001A2144_36_07,皺毛仔做得省一條電頭那毛个錢
F1280001A2144_37_07,朝晨公車項都係淰淰个人當尖車
F1280001A2144_38_07,無用个東西就好擲忒留等做麼个
F1280001A2144_39_07,佢係泥水師傅專門同人起屋
F1280001A2144_4_07,公不離婆秤不離砣
F1280001A2144_40_07,有閒就先做便愛用該下跈等就有
F1280001A2144_41_07,佢係有經過這位成擺仔會入來坐
F1280001A2144_42_07,姐婆个大聲胲遠遠就聽得著
F1280001A2144_43_07,有錢人派頭恁粗做細生日就辦桌
F1280001A2144_44_07,佢識中風過故所正會嘴竵竵
F1280001A2144_45_07,天時恁好被骨拿去外背拔拔啊
F1280001A2144_46_07,聽著你恁仔講厥心肚發閼歸半日
F1280001A2144_47_07,天時恁熱請同電扇𢳆轉來
F1280001A2144_48_07,鹹魚仔鹹丟丟仔傍飯毋好傍恁粗
F1280001A2144_49_07,廟項辦活動共下來去𢯭鬧熱
F1280001A2144_5_07,得人錢財為人消災
F1280001A2144_50_07,仰有法度歸日仔在屋下全毋出去
F1280001A2144_51_07,這係佢兩儕之間个問題你毋好插
F1280001A2144_52_07,佢兩儕係雙生仔難怪生到恁相像
F1280001A2144_53_07,熱天汗出較多當會發熱痱仔
F1280001A2144_54_07,新娘看起來當後生怕二十歲定定
F1280001A2144_55_07,天時多變化愛著較燒暖兜仔
F1280001A2144_56_07,你想愛降服這隻獅仔怕無恁該喲
F1280001A2144_57_07,頭家盡中意做事有頭有尾个承勞仔
F1280001A2144_58_07,阿姆去街項半晝邊仔就會轉來
F1280001A2144_59_07,做大水過河壩水啵啵滾拚等出
F1280001A2144_6_07,敢擎獅頭愛曉得弄
F1280001A2144_60_07,佢兜一屋下人靠厥爸食月給過日仔
F1280001A2144_61_07,佢毋曉得使筷仔挾毋著菜來食
F1280001A2144_62_07,嬰兒仔在該睡目講話莫恁大聲
F1280001A2144_63_07,今晡日愛展出个係佢打拚个成果
F1280001A2144_64_07,風搓會來吔阿公鋸忒幾下桍樹桍
F1280001A2144_65_07,愛多運動正毋會分人喊做病丁仔
F1280001A2144_66_07,寒天時分人扚耳公試著加異痛
F1280001A2144_67_07,豬肉切薄薄仔燙一下仔就做得食
F1280001A2144_68_07,佢賣个蜂糖盡純正無摻半息砂糖
F1280001A2144_69_07,阿順做人當失敗無人愛同佢共組
F1280001A2144_7_07,千跪萬拜一爐香毋當生前一碗湯
F1280001A2144_70_07,鉛筆盒仔有恁多種你自家擇
F1280001A2144_71_07,佢生來矮細罔矮細毋過力頭異大
F1280001A2144_72_07,教師節放尞係為著紀念孔子
F1280001A2144_73_07,入去便所前愛先搉門正有禮貌
F1280001A2144_74_07,因爭電火吂開故所間項烏疏疏仔
F1280001A2144_75_07,這隻月愛用著錢𠊎愛去標會仔
F1280001A2144_76_07,係同先生打白講佢毋會處罰你
F1280001A2144_77_07,阿公留下來个田這下無人耕種咧
F1280001A2144_78_07,恁久無落雨河壩水位降低異多
F1280001A2144_79_07,入廟項添香油多多少少隨人心意
F1280001A2144_8_07,阿公毋做做人个孫仔
F1280001A2144_80_07,這斯無恁該做莫恅著恁簡單
F1280001A2144_81_07,佢決心想辭頭路麼人乜攔毋核
F1280001A2144_82_07,厥屋下當發麼个就買最好个
F1280001A2144_83_07,佢同索仔糖對拗一截請𠊎食
F1280001A2144_84_07,景氣毋好當多店仔連連續續倒店
F1280001A2144_85_07,這隻月無賺錢乜無了錢打平過
F1280001A2144_87_07,聽著係毋使錢个大家相賽去參加
F1280001A2144_88_07,食吂得个柑仔就摘來食豺牯正得
F1280001A2144_89_07,世細服侍世大人係天公地道个事情
F1280001A2144_9_07,做官清廉食飯傍鹽
F1280001A2144_90_07,厥婆過身了後佢歸隻人反性歸日仔面北北全無笑面
F1280001A2144_91_07,歸班仔都在該睡當晝你行路愛輕手輕腳莫吵著人
F1280001A2144_92_07,有兜好額人從細三兩重就毋動故所這下麼个就毋會
F1280001A2144_93_07,今晡日事頭正做到半爛燦仔定定天光日繼續做忒佢
F1280001A2144_94_07,退休閒閒有成時屋下个事做加做減身體動動啊乜好
F1280001A2144_95_07,三揀四揀揀著一隻賣牛眼三擇四擇擇著一隻賣瓠杓
F1280001A2144_96_07,佢做人做事盡會擎順風旗對所有个事情全部無主無意
F1280001A2144_97_07,這頭樹仔發蟲正洩藥仔愛圍起來毋好分人行兼去
F1280001A2144_98_07,做壞事會受著法律个制裁嚴重个時節可能愛坐囹仔
F1280001A2144_99_07,頭擺个布做衫異毋耐著窮人長年透天著到爛擐爛擐
F1280001D3144_1_07,寒風呼呼滾緊吹雪雨掃掃滾緊落
F1280001D3144_10_07,一屋下人共下圍等圓桌挼粄圓个畫面
F1280001D3144_11_07,到今還刻在𠊎兜姊妹仔个腦殼裡肚
F1280001D3144_12_07,還細時節巴掌嫲還吂發育完全細細隻个手巴掌
F1280001D3144_13_07,淨做得挼一粒兩粒个粄圓
F1280001D3144_14_07,有成時兩粒還會黏到共下挼到變一大粒
F1280001D3144_15_07,遽遽又愛摎佢分開來挼過𠊎當佩服吾兩個阿姊
F1280001D3144_16_07,手巴掌毋會比𠊎較大毋過佢這兜都做得一擺挼四粒个粄圓
F1280001D3144_17_07,挼到一粒一粒圓圓平平恁勻大實在當沙鼻哦
F1280001D3144_18_07,成擺仔吾姆也會同粄糰掞兜仔大紅
F1280001D3144_19_07,無就放兜仔煠過个番薯共下亼
F1280001D3144_2_07,恁冷个天時你想食麼个
F1280001D3144_20_07,亼出紅色黃色吊菜色个粄糰斷做一截一截
F1280001D3144_21_07,挼出一粒一粒紅色黃色吊菜色个粄圓
F1280001D3144_22_07,同白雪雪个粄圓放到共下加添色目十分打眼
F1280001D3144_23_07,挼好个粄圓愛放分佢較燥水兜仔正做得收起來落鑊
F1280001D3144_24_07,粄圓愛煮來好食各個微毛末節就愛當注意
F1280001D3144_25_07,好比煮粄圓个湯頭愛用大骨炆个無就愛用雞仔煠過个
F1280001D3144_26_07,湯頭凝油正會香正有好味緒食慣欸阿姆煮个粄圓
F1280001D3144_27_07,阿姆煮粄圓放个配料正係真工夫油放落去
F1280001D3144_28_07,蝦蜚仔三層肉切矻香菇切片紅蔥頭辣椒仔
F1280001D3144_29_07,加兜仔鹽共下𤐙熟𤐙香
F1280001D3144_3_07,𠊎就想食一碗阿姆煮个燒燒个粄圓
F1280001D3144_30_07,挼好个粄圓分佢燥水過放到滾水裡肚等到拋拋滾
F1280001D3144_31_07,一粒一粒个粄圓在滾水面項浮浮胖胖熟吔
F1280001D3144_32_07,就好撈到湯頭裡肚配料落落下去再煮分佢滾來
F1280001D3144_33_07,艾菜芹菜放落去蓋仔弇好火撙忒就做得撿碗筷
F1280001D3144_34_07,準備好食哩喲在這天時恁冷个時節食一碗燒燒个粄圓
F1280001D3144_35_07,做得燒暖自家霜凍个手腳做得燒暖自家个圓身
F1280001D3144_36_07,愐著從細到大𠊎兜姊妹仔同阿姆共下挼粄圓
F1280001D3144_37_07,共下食粄圓个情景心肝肚實在當燒暖哦
F1280001D3144_38_07,去到一個生份个所在一般你會先去哪位遶呢
F1280001D3144_39_07,𠊎好去尋該位个市場來逛
